sample,XRF_depth_cm,Phytol_%,Cholesterol_%,Cholestanol_%,Brassicasterol_%,Campesterol_plus_x_%,Campestanol_plus_x_%,Stigmasterol_%,unknownM48620.75min_%,Fungisterol_%,Sitosterol_plus_x_%,Chondrillasterol_%,Sitostanol_%,b_Amyrin_%,unknown_d5unsaturated_C30sterolM498_%,a_Amyrin_plus_22dihydrochondrillasterol_plus_Lupeol_%,Triterpenoid_mz_189_371_plus_x_%,Dinostanol_plus_x_%,maybe_Lanosterol_plus_x_%,Friedelin_plus_x_%,Tetrahymanol_%,Diplopterol_%,C13.0.FAME_%,C14.0.FAME_%,C15.0.FAME_%,C16.0.FAME_%,C17.0.FAME_%,C18.0.FAME_%,C20.0.FAME_%,C21.0.FAME_%,C22.0.FAME_%,C23.0.FAME_%,C24.0.FAME_%,C25.0.FAME_%,C26.0.FAME_%,C27.0.FAME_%,C28.0.FAME_%,C29.0.FAME_%,C30.0.FAME_%,C31.0.FAME_%,C32.0.FAME_%,C33.0.FAME_%,C34.0.FAME_%,C36.0.FAME_%
3_B_38-40_EDGE,697.8,5.211969457,1.45021659,0.920441225,0.489201759,1.853634155,3.471941397,0.967970306,0.48340553,0.520501398,3.437164021,0,5.316301585,3.820874406,1.086213385,1.333132757,0.281696748,0.724296823,0.434717203,3.718860768,1.002747682,2.950280752,0.013082038,0.627937808,0.257215947,6.527359649,0.370144713,2.777816792,2.830144944,0.558872345,4.344583188,0.740674192,6.402118378,1.056951691,9.626263514,1.075035684,14.56415559,0.808008209,5.256478166,0.355908378,1.957496078,0.076953163,0.27991713,0.017314462
4_B_38-40_EDGE,874.3,4.136628792,1.415008291,1.171849516,2.330515726,1.664026313,0.874492702,0.821759473,0.364738162,0.194819982,14.13104035,0,4.195221267,4.734272047,0.515613787,3.786538749,1.312471458,0.452626876,2.153273486,5.092711516,0.793342122,3.283522344,0,0.204418244,0.212088722,5.999080986,0.27767131,2.968475056,2.98074782,0.484390697,4.37178904,0.689192465,6.288258011,0.942701768,6.503414925,0.849505458,7.296542368,0.730229523,4.272839871,0.277287786,1.180870116,0.026846674,0,0.019176195
6_B_88-90_EDGE,278.8454545,5.844119493,1.004035031,0.610895875,0.714477449,1.002857967,0.381368523,0.670926105,0,0.293088772,6.693959226,0.867495683,1.677315262,1.330081576,1.353622843,2.808473133,3.953755766,0,0.145955854,3.21220586,0.323692419,0.875735126,0,0.447247711,0.241066187,4.233879183,0.337163562,1.711816756,2.726433896,0.526560956,5.174942339,0.834599114,6.550089186,1.215697606,11.50453413,1.589555884,17.28847712,0.982036182,7.751141814,0.362339757,2.281818991,0.073718534,0.382250344,0.020568787
1_A_68-70_EDGE,79.3,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0.153620868,1.816079212,1.361032989,10.03496671,1.056870514,4.778327481,4.648998558,1.085952415,8.83952949,2.585552111,15.97862309,2.999541532,15.33847912,2.479146566,13.34140784,1.745256229,7.611931106,0.742101698,2.709748937,0.19604623,0.471126804,0.025660501
7_B_98-100_EDGE,558.6114286,6.586818924,1.54556571,0.688014451,1.463936876,1.842479378,0.30857493,0.67994127,0.236813318,0.304986849,5.424280816,0.847684037,1.495332582,2.987974103,1.217256337,1.772511806,2.196802334,0.189899165,0.446716032,5.281654613,0.753496922,1.430747131,0.124940359,0.712662905,0.409324732,3.623657234,0.404373535,1.889423156,3.293396929,0.484521035,4.74626377,0.751730943,6.221720448,1.111234255,11.93981134,1.26348356,15.48711183,0.850058619,5.954897353,0.374821078,2.065422733,0.087032758,0.473148754,0.029475094
8_A_98-100_EDGE,694.6631579,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0,0.729166104,0.331095423,8.311053259,0.485210531,3.818129769,4.122759164,0.992926189,7.476023038,1.449330157,11.39533586,1.910235152,16.48635559,1.958126061,24.99185314,1.547632551,9.008352104,0.814145462,3.418258678,0.17950089,0.521218734,0.05329214
1_B_28-30_EDGE,139.8,10.17541604,2.326733855,1.317796166,3.723950773,1.387657012,0.581683464,0.919221656,0.1264849,0.32724291,4.639495542,0,1.738431996,0.803767416,1.044235801,1.42663201,0.933929203,0.785015294,0.616981576,0.270618856,0.735377325,1.461194745,0.063877334,1.036999599,0.465096046,5.307573417,0.406282862,1.983995459,3.127111996,0.585829962,6.562216328,1.192952368,9.273262448,1.482299426,11.96232556,1.56252015,13.05986475,0.734186508,4.025192781,0.284513097,1.182363693,0.07343016,0.270471593,0.015767918
2_B_48-50_EDGE,434.8,8.381564331,2.523587155,1.154928387,2.232404021,1.42062074,0.650995288,0.965708371,0,0.415695786,5.840329712,1.576506661,1.478465202,1.69807807,1.204929531,2.796142411,2.695159708,0,0.149023018,2.416721965,0.350988423,1.506897225,0.076629822,0.669587204,0.454075872,3.441755341,0.478735573,1.095629734,2.370223035,0.352946998,4.899810396,0.670551101,6.023232497,1.050888843,13.01686843,1.404076815,16.24833354,0.65601232,5.047607955,0.29511317,1.706419214,0.064822082,0.48307311,0.034860946
3_A_58-60_EDGE,617.3,6.877260779,1.72768111,0.875791863,2.568097101,2.377832276,0.503867153,0.828942735,0.273445931,0.533506397,5.773916007,1.571836051,1.679875878,3.589216873,1.154018318,2.356797972,1.994434309,0.574523287,0.720902909,4.080654664,0.737156689,1.513513668,0.072442312,0.600386284,0.320815954,3.357093731,0.342188685,1.640075947,2.698588613,0.497797172,4.306792944,0.718948702,6.037159311,1.007293102,11.4601338,1.135454501,15.36811907,0.683327482,4.915128385,0.27439588,1.738165538,0.071467416,0.416505799,0.024447406
4_C_58-60_EDGE,978.3,15.82103251,2.157106638,1.693503125,1.405438806,2.065961287,0.909203006,0.66839924,0.326322861,0.201419973,3.029176353,0,2.60158088,0.891198987,0.495110548,0.927207026,0.25318153,0.570614907,1.287287425,0.096771607,0.320696605,1.298539937,0.006106903,0.558170938,0.428704593,10.49947625,0.579178684,3.994403138,3.808509011,0.883546731,4.6556586,0.998356508,7.496589893,1.096555509,10.52023972,1.382358571,9.769090651,0.75896591,3.627988957,0.310963503,1.043547591,0.114076949,0.299971077,0.147787054
7_B_58-60_EDGE,511.2029851,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0.085171659,0.995175489,0.439187548,5.4961701,0.463360937,2.024012986,3.898693168,0.638561525,8.644584539,1.205732482,11.48981498,1.905179318,20.32665703,2.07371528,25.08045559,1.245042478,9.249709976,0.539947654,3.244543197,0.141651539,0.779309387,0.033323129
1_C_38-40_EDGE,249.8,6.257378734,1.139460942,0.679813986,4.985045058,1.240660524,0.471234695,0.624192842,0,0.321366612,4.989680153,0.844359871,1.464690133,0.817321815,0.785648663,2.422609841,1.603742994,0,0.171498528,0.966417382,0.421021162,1.541941723,0.016166364,0.393127923,0.249532576,3.321712224,0.31952342,1.261356741,2.310648831,0.616223739,5.645103954,1.0160084,8.297148343,1.418455756,13.26117291,1.679399883,16.95699381,0.845025332,7.242150479,0.3149588,2.575967385,0.082733743,0.405870821,0.022632909
2_A_88-90_EDGE,375.3,7.735357097,2.231598707,1.053337304,2.353683624,1.538837786,0.715474395,1.053337304,0,0.425877616,7.097960267,1.284730808,1.669440254,1.670859847,1.247821415,3.182725382,3.040766179,0,0.185966559,2.372138321,0.403164143,1.38978062,0.052890699,0.72223728,0.356273064,4.089830802,0.354301982,1.533173249,2.64239962,0.454662905,4.966633761,0.868425859,7.114948836,1.287445031,11.13497049,1.43412638,13.32927747,0.804201438,5.598858298,0.331963053,1.8362271,0.068002327,0.344282315,0.022010415
2_C_28-30_EDGE,514.8,8.623328829,2.22658683,0.894478193,2.020437559,2.540178305,0.568657523,0.942521455,0.168588175,0.482179651,7.670325206,1.476238424,1.470123827,3.054677969,2.313064702,2.642379428,2.942868195,0.162386227,0.478685595,5.362501588,0.731131101,1.814288288,0.069070513,0.522603855,0.354259663,3.51919525,0.406811554,1.481898536,2.172441715,0.381628752,4.129331606,0.63936784,5.647101462,0.994437239,10.59038007,1.08528966,12.08984989,0.631513397,4.474198326,0.255714747,1.523680932,0.058624913,0.362438,0.024535012
3_B_48-50_EDGE,707.8,5.290400592,1.36818595,0.715911253,2.188118498,1.750005285,0.433218092,0.531120485,0.318182779,0.337763258,5.028511691,1.154024464,1.38042375,3.905081724,0.92273006,1.726753467,1.386542649,0.424651632,0.283916941,3.34703808,1.083045229,3.154904634,0.024060828,0.77162161,0.253247827,6.250942145,0.317206989,2.565066982,2.549077191,0.589642564,4.561506553,0.865732949,6.86525467,1.173955198,10.10661365,1.157051706,15.03223058,0.997915218,5.890943429,0.483957662,2.316235382,0.114060506,0.353298231,0.029847609
4_B_48-50_EDGE,884.3,3.288810118,0.949574912,0.944842811,3.596396676,1.250852002,0.582048409,0.490561126,0,0.167200898,11.11728236,0,3.079020312,2.864498406,0.343865998,2.831373699,1.176715755,0.129028618,0.951152279,4.408740663,0.266575017,0.941688077,0.106148915,0.208551397,0.176082317,3.760169195,0.270991935,1.745837441,2.289070121,0.52699814,4.90158223,1.191365464,8.749168178,1.730851712,10.97205133,1.739593388,12.04228215,1.436132373,6.356446763,0.638142298,1.680899282,0.097407239,0,0
6_B_98-100_EDGE,291.5727273,5.345350013,1.12437666,0.69037303,1.302971074,1.072526669,0.504097136,0.679810995,0,0.311099947,5.996355457,0.853604484,1.688965452,1.168545171,1.13781925,2.766293046,2.996737451,0,0.107540722,2.182500553,0.202599039,0.835360969,0.041141675,0.550443255,0.28024877,3.637686822,0.340574485,1.449088384,2.75036721,0.844906705,5.791268611,1.293767004,7.590985766,6.831944972,11.13309909,2.550437161,13.29257477,0.945333996,6.276647925,0.570320694,2.089211246,0.102854188,0.670170152,0
1_A_78-80_EDGE,89.3,0.852911764,0.543731249,0.509081709,1.194076469,1.103454595,2.548073895,1.018163418,0,0,2.468113418,0,1.489930238,0.234550735,0.463770772,0.079960478,0.205231893,0,0.114610018,0.135932812,0.050641636,0.053306985,0.01913013,0.656731054,0.77781847,7.753378594,1.001914277,4.432724393,4.758777485,1.151801999,8.59510431,2.262400641,14.05328775,2.464843663,13.92000751,2.078246862,11.76334814,1.568039991,6.166418694,0.569909695,2.14572787,0.160609003,0.610482388,0.023754997
7_C_18-20_EDGE,576.0657143,4.915100375,1.076176309,0.637898406,1.019838968,1.746901198,0.430736684,0.660078462,0.248860227,0.542080565,4.689751007,1.785050894,1.490056151,2.734800885,1.261157975,2.154570625,1.895507572,0.219316392,0.470217184,4.8858227,0.636124002,1.190625398,0.083218009,0.444855305,0.314523828,3.017984564,0.361755671,1.467383278,2.520629705,0.443020484,4.300820365,0.708832774,6.335222511,1.182690088,14.01317885,1.545392763,20.15343683,0.887934976,5.395024731,0.282917557,1.473006116,0.051138236,0.300437138,0.025924245
8_B_38-40_EDGE,747.9857143,5.67941134,1.544933538,0.830061047,1.202005775,1.669794416,1.151885564,0.684976224,0.40008239,0.284893834,6.673901853,0,1.492175421,4.939918395,0.947008208,2.734629086,1.411279641,0.621930274,0.461633527,2.6510954,0.905681016,2.378511793,0.009430964,0.448570961,0.24486213,6.020727675,0.374495023,2.956007187,3.101586983,0.684516544,5.246874177,1.045808216,7.753795987,1.325136235,9.58580369,1.160180094,11.91850987,1.033633699,5.268308188,0.456630149,2.150431357,0.137349136,0.377752992,0.03378
1_B_38-40_EDGE,149.8,8.267513573,1.989390221,1.145981542,1.065857718,1.542383621,0.559812511,0.871873722,0.08750365,0.294138777,6.458401958,0,2.140149522,1.144927281,0.792804158,1.944057004,1.152307107,0.18175457,0.432246948,0.276216342,0.49761112,0.811780853,0.038424758,0.899920497,0.419927711,5.125165991,0.412855022,1.783162117,3.070285943,0.506488979,6.844885033,1.112101166,9.021478668,1.449690111,12.06579623,1.7037791,14.78075873,0.907626562,5.480172751,0.282801996,1.892208202,0.068932327,0.456980157,0.019845754
2_B_68-70_EDGE,454.8,6.403322414,2.747462348,0.908397717,2.103511363,1.41223833,0.877777569,0.9148929,0.077014311,0.327542793,5.776073327,0.681066317,1.301820221,1.667406227,1.100469552,2.034848001,2.125780561,0.193742026,0.552090543,2.134131511,0.437033018,1.416877746,0.022985517,0.444101937,0.22053672,3.110577251,0.289493272,1.384722109,3.334841351,0.427406376,6.13410462,0.764190796,5.998598783,1.111303169,14.2525738,1.503687692,18.4996917,0.695389552,4.691918718,0.19646405,1.3444198,0.041389462,0.314420133,0.023684401
3_B_18-20_EDGE,677.8,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0.010373623,0.418402808,0.195946219,5.04158094,0.405147623,2.906631627,3.761879239,0.772834938,6.741414387,1.233308552,10.8133497,1.937274158,18.83994076,2.117083629,28.39808203,1.635574612,9.87453679,0.637113366,3.444907416,0.140332071,0.619247682,0.055037835
8_B_18-20_EDGE,723.6052632,3.804827085,1.327370978,0.637926006,0.933402423,1.560721584,1.422832589,0.960677169,0.537918604,0.44548752,7.550558884,1.160691974,2.083487551,4.870057447,1.407679953,2.088033342,1.777404288,0.457458103,0.472762266,4.041208218,1.430408908,3.285091645,0.005411269,0.308327181,0.169246063,4.066741111,0.265612699,1.946559991,2.120411389,0.532376731,3.871359772,0.819519371,6.641008268,1.11172788,9.516464337,1.181613839,14.7934875,1.044950522,5.895404525,0.428526426,2.426896436,0.129640182,0.447062899,0.021645075
1_C_48-50_EDGE,259.8,7.083340593,1.298394534,0.750272907,0.699986519,1.131443727,0.445537396,0.789496289,0,0.317809971,5.774888781,0.844811316,1.653416433,1.133455182,1.281297162,2.562594325,3.011148904,0.127123988,0.149853436,1.871659356,0.287638138,0.931303903,0.016183322,0.561534507,0.299658941,3.842201394,0.401038757,1.476962144,2.721941055,0.604266501,6.065401903,1.034729478,8.460466614,1.452352795,13.28396578,1.773143677,16.1713512,0.881790403,5.996188111,0.278527,1.954437002,0.063930807,0.485566518,0.028889235
2_A_98-100_EDGE,385.3,6.033692972,1.849931768,0.855086252,1.07674745,1.139864538,0.533489665,0.985077395,0,0.298303376,5.824805469,0.821273527,1.160152173,1.25407641,1.330718587,2.428505067,3.129555571,0.112333387,0.160046899,2.600574269,0.202124958,0.834047223,0.006629175,0.237998266,0.186703662,3.177874557,0.354389198,1.652729508,3.529764231,0.493927907,6.57331648,1.038933068,8.709323743,1.502214623,13.79194515,1.69206986,15.87426696,0.837232255,5.211292616,0.358301498,1.658271933,0.055858954,0.397098476,0.029450927
2_C_38-40_EDGE,524.8,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0.071082894,0.801711183,0.654460316,5.417771588,0.753565234,2.590684787,4.236302478,0.681724988,8.012784101,1.201593036,11.36222739,1.946719205,23.46244021,2.365643051,27.45303607,0.972115382,5.868287833,0.336372479,1.425444647,0.036136509,0.297098368,0.052798253
3_B_8-10_EDGE,667.8,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0.048473318,0.827530421,0.36400432,6.929715203,0.486247968,3.614443231,4.484084846,0.968860438,7.585619785,1.353617397,11.32018596,1.866222732,18.98972517,2.071779895,25.99215036,1.436627954,8.002793275,0.485642052,2.558633778,0.086040139,0.444288253,0.083313515
4_B_58-60_EDGE,894.3,3.979226518,0.881342462,0.968782738,1.039567723,1.278293556,0.467736078,0.513538128,0,0.199863488,10.09449406,0.960455093,2.065256038,3.292195782,0.363640512,3.328282243,1.279681497,0.263986356,0.886894226,5.18812303,0.154061438,0.567667822,0,0.127697377,0.1854406,3.630786204,0.343147895,2.020184925,2.757808025,0.59854265,5.469669828,1.163970907,8.328890681,1.680348469,11.47806944,1.726087724,11.7529189,1.430541769,6.162174568,0.612202337,2.133394755,0.188959004,0.402753802,0.033321358
6_C_18-20_EDGE,307.233775,7.049958714,2.045967039,1.059958827,1.083159021,1.419561822,0.655405458,1.104909202,0,0.376278134,6.533754414,0.871457258,1.759589654,1.373161436,1.067933894,2.9297494,2.345394533,0.123831031,0.22330186,1.765389703,0.280577337,0.969333073,0.003598998,0.347825714,0.207464803,3.478953722,0.265048767,1.636150798,3.147729837,0.489579785,6.744986096,1.062517002,8.608105943,1.513320489,14.08403901,1.588202861,14.46622935,0.685202725,4.729082992,0.170081666,1.410458813,0.039821168,0.260056609,0.02287105
1_A_8-10_EDGE,19.3,9.730557781,2.103489414,1.500847374,2.111166382,3.036241107,0.886689881,1.032552285,0.537387806,0.733150507,7.888085302,0,3.182103511,1.95762701,1.581455544,2.39137574,1.220638018,1.487412679,0.057577265,0.349302074,3.028564138,1.669740684,0,0.448988109,0.371327595,7.224549689,0.488454928,3.992514302,2.617965639,0.42013065,3.938618754,0.858085025,8.466269166,0.87208938,8.030861037,1.410196112,9.089250777,0.617464744,3.148858006,0.229162173,0.965876121,0.063231785,0.250805267,0.009336237
7_C_28-30_EDGE,584.58,6.319936885,1.259742247,0.637830742,0.792777977,2.183057963,0.312017035,0.760939504,0.27062702,0.656933826,5.27032856,2.637286844,1.484734123,3.479945096,1.578126977,2.429275488,2.525852189,0.154204337,0.543376606,7.816345115,0.728039749,1.321296628,0.042728467,0.512470738,0.313928956,3.513417578,0.406157437,1.769066864,2.938039163,0.518903708,4.877749031,0.757194476,6.460936909,1.03611453,12.24932369,1.20892443,14.53682025,0.582759404,3.597655634,0.171591021,1.055752018,0.031758559,0.22806573,0.027966492
8_B_48-50_EDGE,756.7117647,4.932419275,1.159826049,0.760583095,0.597601003,1.326598422,1.214153413,0.703728877,0.432092057,0.209728893,7.437795152,0,1.819334979,4.814920558,0.955150864,2.576127792,1.686675136,0.524701262,0.597601003,3.169938516,1.051171321,2.396721149,0.00535997,0.389063918,0.182005942,4.820127911,0.320199954,2.281249891,2.380875423,0.619892196,4.711646776,0.965843311,8.333122239,1.386134881,9.389852001,1.192243788,15.06081691,1.108232083,5.509932761,0.47587213,2.041682531,0.120249764,0.301906143,0.036820664
1_B_78-80_EDGE,189.8,7.098288168,1.411161653,0.927305198,0.740808063,1.289938515,0.606115688,0.986362624,0.091176377,0.53462512,4.638598178,1.348995941,1.753073067,1.236061565,0.584357689,2.298059137,1.016409384,0.113970471,0.286998368,0.35123627,0.496289598,0.6465234,0.024862046,0.448511312,0.330913834,3.89613125,0.418303926,1.522924636,2.74315386,0.541122434,6.500927825,0.9538324,9.003914319,1.434167132,15.74712278,1.850606404,17.98358814,0.763016196,5.313765123,0.196037234,1.4495816,0.038411861,0.330167973,0.052583228
2_B_78-80_EDGE,464.8,5.4591998,2.40246114,0.770210905,1.779175713,1.694234421,1.699973697,0.918284239,0.278928838,0.325990905,7.090302179,0.988303412,1.729817935,2.834054733,1.679312302,2.59759654,3.63296202,0.180098496,0.57622336,4.38021582,0.67149535,1.983493957,0.029043412,0.341401358,0.243761247,2.549548272,0.331004494,1.243894322,2.752400123,0.394459265,4.93037353,0.718344168,5.941977057,1.093139799,13.69306489,1.371029881,15.37554864,0.546739414,3.499053141,0.13448117,0.888140771,0.027743804,0.201947774,0.020567708
3_B_58-60_EDGE,717.8,4.337926226,1.240155025,0.718627103,0.636647798,1.562839525,0.681998052,0.61397267,0,0.312219057,4.692007057,1.147710276,1.243643506,3.671626339,0.873864511,1.651795793,1.046544325,0.421234091,0.392454122,2.630314736,0.980263184,1.779125352,0.018195097,0.559070105,0.253186492,5.054632299,0.349139882,2.450673594,2.814060579,0.643694472,5.265935736,0.999013821,7.990737349,1.455264462,12.31069969,1.446338566,17.44823983,1.157620139,6.18581805,0.417800625,2.070808029,0.095266782,0.351371356,0.027464297
8_B_28-30_EDGE,738.55,3.6904838,1.205867238,0.669190061,0.586369508,1.378133986,0.964031226,0.644343895,0,0.225271902,4.939417725,0.982251747,1.012067146,4.238755853,0.718882392,1.964503494,1.388072452,0.423378662,0.369379662,2.143395886,0.894461962,1.81377009,0.024970117,0.666856568,0.269136669,6.461468167,0.34674997,3.300431599,2.787514513,0.664797177,5.182200183,1.065992298,8.246960218,1.53952353,11.61818338,1.485207091,15.73567839,1.225852529,6.097985644,0.450234371,2.101994714,0.107989319,0.329116434,0.03912843
1_C_8-10_EDGE,219.8,5.96448164,1.326832817,0.767589233,0.73077628,1.054260314,0.395543431,0.655583865,0.044645496,0.286671081,6.835460443,0,2.077190455,0.980634407,1.3511137,2.401457742,4.258553732,0.087881135,0.133936489,1.163915918,0.419824315,0.522430631,0.041594928,0.614033729,0.355906687,3.363928441,0.40458608,1.24904028,2.483210197,0.558129584,6.898094471,1.022617973,9.757973749,1.388625283,12.07782039,1.752668583,16.26466906,0.918385151,6.192173127,0.446040722,2.092372188,0.078630547,0.551185406,0.029530295
2_B_18-20_EDGE,404.8,5.908175974,1.984737903,0.795941283,2.639496798,1.189819681,0.785710675,0.959631007,0,0.376486365,6.494389798,0.628159316,1.445584875,1.201073349,1.279849029,2.479899318,2.995521948,0.526467075,0.215865823,2.105459074,0.350909846,1.121274609,0.017647844,0.343727252,0.215425401,3.115757208,0.288045263,1.337787681,2.372215017,0.361172247,5.14880907,0.79253017,7.253060853,1.157962241,12.95919694,1.497632518,18.26490954,0.781779185,5.879673213,0.240477225,1.904648587,0.067751491,0.489676946,0.02566037
3_A_68-70_EDGE,627.3,5.443321667,1.691395797,0.623442432,1.382844627,1.098244918,0.686843358,0.622737978,0.534681137,0.371952095,5.048827022,0.881272862,1.237022499,2.609300305,0.891135228,1.699144798,0.598786517,0.358074337,0.986236616,4.182347708,0.816463027,1.141216656,0.048994868,0.521086984,0.295149807,3.675574328,0.354105981,1.707958144,2.558358523,0.469509555,4.649716265,0.758092278,6.596376815,1.127767411,12.90763892,1.387425453,18.95001954,0.981668257,6.68337222,0.392844393,2.379055016,0.100867446,0.519537447,0.029588768
4_A_58-60_EDGE,794.3,4.003460306,1.205433783,0.830109379,1.477628508,1.469175256,0.679641488,0.588346363,0.510576441,0.278957327,10.02555727,0,2.946803765,3.645042406,0.764174011,2.659393184,1.521585421,0.351824362,0.50719514,2.767594815,0.676260187,1.240937443,0.004144106,0.231113601,0.150462924,4.080669252,0.242430198,2.176611956,2.374891487,0.476731573,4.31337674,0.938002443,8.212661663,1.314159752,10.16150718,1.435454546,13.31166526,1.387319161,7.362004221,0.566148628,2.441994125,0.198120142,0.444694446,0.026139745
4_B_8-10_EDGE,844.3,2.105482636,1.111226946,0.669926293,1.196296952,2.312840774,0.494469407,1.430239467,0.54763816,0.276477518,24.52674595,0,3.97170588,7.422357977,0.744362548,5.51359973,2.706289549,0.223308764,3.004034568,11.33557823,0.643341916,2.871112685,0,0.009699395,0.022266437,1.11096026,0.096656579,0.963276429,1.096622023,0.232701135,2.220908408,0.508754349,4.050129946,0.708224514,4.55281163,0.682668717,4.999489851,0.683259115,3.154664939,0.305910481,1.146215451,0.107621112,0.224857277,0.015266004
6_C_28-30_EDGE,313.8562914,5.254224679,2.39583157,1.08608772,1.114891918,1.655394232,0.850571038,1.143696117,0,0.462561541,9.324088491,1.125058106,2.221312013,2.06543047,1.558815448,3.98853431,3.043078853,0.069807822,0.35581657,3.14812946,0.609971262,1.186055232,0,0.070022633,0.11356398,2.778752713,0.273979467,1.44857731,2.829423637,0.492959338,5.381048393,0.79469323,6.416110224,1.077839296,11.45035561,1.365314034,14.91762178,0.704045749,5.183202625,0.218470616,1.454943004,0.043541346,0.308608842,0.017569315
