sample,XRF_true_surface,age_BP_1950,C16_alkanol_ug_gTOC,C18_alkanol_ug_gTOC,Phytol_ug_gTOC,C20_alkanol_ug_gTOC,C22_alkanol_ug_gTOC,C24_alkanol_ug_gTOC,C26_alkanol_ug_gTOC,C28_alkanol_ug_gTOC,Cholesterol_ug_gTOC,Cholestanol_ug_gTOC,Brassicasterol_ug_gTOC,Campesterol_plus_x_ug_gTOC,Campestanol_plus_x_ug_gTOC,Stigmasterol_ug_gTOC,C30_alkanol_ug_gTOC,unknown_M486_20.75min_ug_gTOC,Fungisterol_ug_gTOC,Sitosterol_plus_x_ug_gTOC,Chondrillasterol_ug_gTOC,Sitostanol_ug_gTOC,b_Amyrin_ug_gTOC,unknown_d5_unsaturated_C30_sterol_M498_ug_gTOC,a_Amyrin_plus_22_dihydrochondrillasterol_plus_Lupeol_ug_gTOC,Triterpenoid_mz_189_371_plus_x_ug_gTOC,Dinostanol_plus_x_ug_gTOC,C32_alkanol_ug_gTOC,maybe_Lanosterol_plus_x_ug_gTOC,Friedelin_plus_x_ug_gTOC,Tetrahymanol_ug_gTOC,Diplopterol_ug_gTOC,n.alk_C17_ug_gTOC,n.alk_C22_ug_gTOC,n.alk_C23_ug_gTOC,n.alk_C24_plus_x_ug_gTOC,n.alk_C25_ug_gTOC,n.alk_C26_ug_gTOC,n.alk_C27_ug_gTOC,n.alk_C28_ug_gTOC,n.alk_C29_ug_gTOC,n.alk_C30_ug_gTOC,n.alk_C31_plus_x_ug_gTOC,n.alk_C32_plus_x_ug_gTOC,n.alk_C33_plus_x_ug_gTOC,n.alk_C34_ug_gTOC,n.alk_C35_ug_gTOC,C13.0.FAME_ug_gTOC,C14.0.FAME_ug_gTOC,C15.0.FAME_ug_gTOC,C16.0.FAME_ug_gTOC,C17.0.FAME_ug_gTOC,C18.0.FAME_ug_gTOC,C20.0.FAME_ug_gTOC,C21.0.FAME_ug_gTOC,C22.0.FAME_ug_gTOC,C23.0_FAME_ug_gTOC,C24.0.FAME_ug_gTOC,C25.0.FAME_ug_gTOC,C26.0.FAME_ug_gTOC,C27.0.FAME_ug_gTOC,C28.0.FAME_ug_gTOC,C29.0.FAME_ug_gTOC,C30.0.FAME_ug_gTOC,C31.0.FAME_ug_gTOC,C32.0.FAME_ug_gTOC,C33.0.FAME_ug_gTOC,C34.0.FAME_ug_gTOC,C36.0.FAME_ug_gTOC
3_B_28-30_EDGE,687.8,8729.743282,27.14073427,34.66166063,251.2970396,120.3348218,109.1351815,#NV,#NV,192.2741175,66.13510248,37.60463182,22.59547877,82.15794561,174.044046,44.55331379,18.14832231,21.6635379,23.78901709,131.6979606,42.0190886,221.1315849,172.409062,52.64648455,57.14269053,8.174919961,27.97457611,19.70155711,21.0912935,145.5135753,42.0190886,131.2074654,0,3.075675788,37.82658675,9.925336978,46.37087191,5.079424078,56.42741993,7.247742149,129.2962506,4.943765203,76.21137641,2.101600593,16.41472378,1.485575869,2.497457635,0,3.152717297,5.125434837,187.7288843,14.77722771,143.4516626,179.5657065,37.45137687,307.175116,48.16214389,390.7009448,57.89865469,611.3608992,61.26316682,933.4040121,45.94132383,275.2909174,11.64871554,80.28839365,2.656512271,5.688203952,2.414461039
4_B_28-30_EDGE,864.3,10881.99338,0,7.001602733,81.39363177,83.63025487,142.3659222,241.5552943,253.0301432,205.7693248,39.09228193,31.99343471,29.65956713,42.39859433,30.34027851,14.78116133,119.4162244,0,5.056713085,366.4172097,0,130.2395353,160.5214671,18.7681851,135.1698305,42.30134985,19.41972314,38.50881503,89.46492381,131.9607626,19.64338545,101.1342617,0,4.103780131,25.18033732,50.54656015,70.24089174,14.6706565,192.7060795,16.48184866,242.2135873,11.31041841,133.2703789,4.694800731,28.22599993,1.234470446,3.079026672,0,7.825619143,7.637991911,223.6282074,13.9860466,129.7676845,146.8730338,32.88949025,287.0931187,52.9890575,397.1599438,63.85580136,350.9723735,51.55839985,362.4489058,38.94828629,195.0150545,13.70460575,52.11346375,0,0,1.876272322
4_C_8-10_EDGE,944.8,11748.00497,0,0,335.0289772,188.2437062,533.3571677,1412.948295,1800.64069,1092.485795,129.9777972,140.0622814,79.55537585,145.6647727,66.10939683,85.15786711,591.6230767,0,31.37395104,634.2020103,405.620367,0,881.3839245,16.80747377,527.7546764,69.47089159,0,54.90441432,248.7506118,339.5109702,89.63986011,186.0027097,18.81762295,21.39884611,117.8252454,54.44862499,285.1188734,69.28812755,494.9874999,76.17138931,718.9263233,31.78447341,436.8947952,9.788403118,95.91015464,4.787915899,13.56407464,0,0,0,273.5103183,33.78274715,312.1006102,373.6891569,80.16905766,541.3035563,121.7478234,1235.279143,261.5564231,2173.010244,269.2225081,1998.509361,223.6157994,951.5040669,87.05554074,264.4149633,0,0,0
6_B_78-80_EDGE,266.1181818,3532.042874,10.19677994,18.3542039,234.1551467,97.14750344,366.5278899,474.7991533,200.0422829,213.9469828,55.98959168,34.6690518,25.77004385,49.87152372,19.83737189,43.75345575,74.34379558,0,11.30915594,332.0442341,52.6524637,86.57993151,66.55716362,60.80988765,147.2044232,175.570011,0,14.27549192,10.01138394,123.8445273,17.7980159,43.38266375,0,5.269077459,25.6317546,26.44733482,32.29590349,9.980126348,82.84041435,7.09340163,81.48290254,1.727742303,32.92905129,4.292527462,16.70329748,11.32154118,2.774045872,0,12.19815786,11.42179183,185.8541334,17.93537127,87.37407572,149.1543898,33.06792956,330.9819468,56.64840301,469.0961484,81.13682996,837.1726011,106.6647979,1101.37391,47.91099544,322.981429,8.342645182,50.16114106,0,0,0.592143585
1_A_58-60_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0,15.6513694,23.93050499,257.1212817,30.07403317,135.6256982,121.0860149,21.38532904,172.3405928,39.26007054,235.6774428,38.76273731,228.1589345,30.65913109,180.3856892,24.72038719,99.84696032,6.377567346,31.24422901,0,0,0
7_B_88-90_EDGE,549.2626866,7473.12724,75.07963809,36.95574831,296.0176679,80.54866406,124.1946772,359.3627939,198.6371472,150.2654709,65.57521431,27.1327405,44.97344658,97.75220207,14.33628167,30.47787289,69.29202808,9.292034417,12.53097213,284.9734212,23.46902407,47.04424282,170.6017519,78.8495492,77.94689442,140.4955604,8.676105279,32.54866913,29.89380215,384.3185435,41.30973015,79.43361993,0,2.036145833,27.52190451,10.79157291,41.38466405,7.004907261,45.07517837,6.170653065,105.3366111,4.482348812,68.98009605,3.404888309,15.9243572,2.542354311,3.665062499,10.28971619,51.10714242,23.05486185,235.5770771,23.40406036,121.6607621,213.8414096,32.81690029,364.3304489,53.86969066,453.9658273,75.7062377,774.7706216,82.34100945,1011.992812,50.4320253,349.7184312,17.5220054,110.2846505,4.058462722,20.30783354,1.614073128
8_A_88-90_EDGE,679.8210526,8677.971387,13.29357297,31.16127858,309.7545444,129.0763053,95.48501875,380.0818336,259.2246729,215.341588,80.04732111,57.74842452,80.61908769,115.4253782,48.60015925,33.73422818,123.573052,29.08862472,26.80155841,342.0593561,82.33438743,104.7762257,238.8554885,64.68109429,109.9935957,103.4897509,19.56871118,20.94095097,19.51153452,192.7568081,67.8972813,184.1088386,0,2.193883916,29.22373588,11.72676033,50.25496827,7.459205313,54.70885315,7.453194672,111.6596753,4.610161543,73.94290392,4.23750181,16.49920917,1.983511485,2.386224423,0.671649478,26.50916535,14.16760618,276.9714536,18.51233875,146.7134329,173.0546859,33.6664301,302.7669914,46.74260588,426.8962106,59.92372689,600.8324364,55.83086288,747.6088365,35.26159761,254.3242728,16.22453271,76.77793099,0,0,2.014948435
9_A_98-100_EDGE,1009.966667,12795.57638,9.530342699,14.70138038,391.1048207,40.01541367,766.2155016,733.0847835,246.6464716,227.9164921,48.71899162,47.69680975,42.01468114,127.6524767,36.06197498,28.54593184,58.36959101,21.97691013,9.500278526,104.6233205,0,81.12816963,15.82878685,18.03850353,27.65903875,9.800920252,17.69426875,7.06508055,25.22384077,13.55894182,16.05426814,57.75327547,20.07348418,5.45018611,23.52141439,8.532054567,104.7290077,11.71876886,138.5900189,6.354855894,55.65336794,2.95185962,75.02288723,4.686908425,23.86351137,0,1.571489301,1.936914096,31.06821294,13.86874829,251.4635441,19.25275986,96.44945487,101.2044543,43.88676031,243.3528895,49.09897121,244.4058614,42.82824646,352.5100526,43.78977606,283.834117,18.64037357,94.42941141,7.221170436,28.30831818,3.000969909,6.736249168,4.680182988
1_B_18-20_EDGE,129.8,1291.21188,24.43261974,36.27516168,216.2739303,90.0977443,243.1458776,367.6302719,193.5724463,178.7397608,94.50427153,62.28154114,45.95378399,107.3697573,116.6549397,49.49474337,31.94732243,2.990143479,8.695022484,182.9889121,0,141.9924713,38.00629738,47.37016774,47.68491969,4.445871225,38.71448925,4.721279177,45.12756013,27.46210721,22.74082804,61.14056534,0.43745156,3.561764069,16.503637,6.009580449,27.05028336,8.223133153,71.78986478,5.550614878,76.3484447,4.537065908,34.91963055,1.388848942,14.68928873,1.773710697,3.064551367,0,14.54190583,12.56387924,247.9490435,20.78974154,116.949117,149.5388102,32.37142827,346.1410118,85.55988121,602.4796164,122.7740642,780.2428198,125.0658468,828.6158011,75.84708858,365.9485608,27.61052289,115.7759426,7.611991983,27.88335415,0.668436572
2_B_38-40_EDGE,424.8,5953.54755,97.96675505,57.52550739,445.0067177,91.84702023,278.8049193,349.7428455,141.0598878,167.4767432,148.4035696,59.46342342,99.90467108,76.54768315,36.25942886,57.52550739,47.27495155,5.762750297,17.69623321,359.1774367,56.25056264,87.41021247,86.54325004,71.39690634,155.0842801,159.5720857,0,13.51441441,12.95343872,112.1951385,22.54102329,96.89580146,0,6.461715706,52.15218741,60.9062119,48.25958758,10.81277729,92.29786691,7.231585449,73.76044153,2.275008341,31.82416611,4.999828217,21.22764437,10.31971464,2.188506123,2.415342902,29.81273611,19.31686647,200.8907099,23.88897542,82.88563574,185.387852,29.71870816,411.8071496,57.48045967,521.2027898,96.3903997,1133.130796,134.4834719,1648.298166,65.01444896,504.4305547,24.33560817,171.1778785,6.552572593,47.16089243,1.651365828
3_A_48-50_EDGE,607.3,8019.649601,85.41593102,44.04830109,421.4746154,80.42013477,97.17432951,383.8842948,202.7562186,111.0650801,98.14911902,51.23737374,173.1469871,162.4852268,31.49788612,61.96005838,55.44115351,25.5882247,45.08401494,370.9683338,152.0671639,108.8108793,239.5545226,84.4411415,169.3696778,152.7982561,14.27457392,27.65965241,54.16174228,366.8864027,60.92434452,105.7646621,0,3.60968362,41.67543816,17.70599752,73.01405504,8.781661138,56.1783765,9.074145384,102.640569,3.402804519,53.68155976,6.456054696,18.66192164,5.435926716,3.545479761,0.730296116,14.59404758,13.52532156,188.0660932,18.22771606,100.2999372,178.5484942,34.00923699,342.9601181,54.8197076,475.2327755,80.76006312,858.5966746,88.85269406,1165.908842,53.2997417,361.5203267,17.35492314,110.1975277,3.871163149,20.24642077,1.656525335
4_C_48-50_EDGE,968.3,12153.5278,21.14426272,28.04960421,577.051018,59.36452495,574.4280588,738.1756529,417.4787467,340.3423351,85.70117623,59.41805473,33.56317145,84.73764021,192.3324961,37.5243751,16.21952305,15.5771657,14.66715946,111.5025297,0,98.06655519,42.77029345,37.31025599,62.68337125,8.457705087,46.2229642,10.17065802,59.89982274,8.029466855,18.09306531,27.40724687,17.5082336,4.881119784,38.08597533,9.079123544,116.3584325,13.69542302,183.875574,11.32708685,74.50779577,5.197098562,61.48646081,2.916032719,20.15041805,0.824554144,3.105619986,1.548685373,34.23128705,21.49468493,399.5074234,23.76431004,150.6141028,139.2214748,45.82862637,209.5264504,56.40240926,362.5258848,67.49242062,558.5680919,79.61488888,525.2268539,45.33019889,195.3123669,13.92926787,56.01078767,5.491602732,13.49314383,5.518304204
1_B_8-10_EDGE,119.8,1073.98394,29.59923516,60.19062345,482.3517819,123.3577063,205.7064164,310.2132131,183.0522532,164.8627791,140.885745,95.74277741,82.01799239,239.2742641,140.2243096,79.53760955,54.23770464,9.094737059,19.51234496,323.7726393,0,269.3695758,52.08803952,80.69512154,76.72650901,49.77301554,47.73910162,20.17378039,66.47425996,74.9075616,42.49722589,43.32402017,1.067273508,3.479455864,17.39367367,9.266530124,26.78279602,7.79902905,71.37391588,6.342344937,81.79064955,4.463799336,47.19079621,1.618938531,18.40686237,2.660972464,3.537146324,0,14.96654601,13.66168959,253.0163777,18.64529787,121.2573208,135.7993954,23.66034848,220.9294865,39.36578909,253.0320988,42.84016585,252.1517138,35.43549865,232.3587711,25.9556381,105.6462071,10.04582238,26.45871527,0,0,0
2_A_78-80_EDGE,365.3,4626.04132,61.11012365,39.03821524,242.948088,83.65331837,350.55846,602.6180831,266.512403,373.1802024,69.20053848,35.5821157,28.51282119,59.14643074,172.0194997,35.97485429,14.92406619,2.120788353,14.0600413,185.9224456,34.87518625,141.8571765,147.3555167,19.24419061,67.62958415,37.07452232,11.87641478,12.25344382,6.598008209,146.1773009,12.80327784,43.20124423,0,3.256395183,20.60844941,27.62900243,29.13970123,7.091891572,70.45731331,6.978589162,81.2000603,4.091475907,41.91769521,1.573644579,15.01466748,8.409556633,2.996219279,1.35574527,25.97550246,19.54292384,233.46222,22.12460898,90.58974511,128.6659952,17.97083624,215.073122,26.53799252,245.1014374,36.83588744,401.372714,47.95588322,538.807785,26.1341535,218.7653644,11.66806301,65.07577296,0,0,0.836523677
2_C_18-20_EDGE,504.8,7029.95075,59.71429638,46.45531186,379.0049777,66.9138924,179.0125797,401.0924261,216.3136541,181.8793872,108.9061063,43.49077232,81.24792971,107.8962082,35.86767066,48.5728401,70.88833002,7.981452598,19.48125981,354.6045369,50.85325513,72.90812618,124.7061247,74.86276764,101.3807367,102.8467178,15.72183275,23.71631629,19.4161051,329.0313112,29.80828215,82.09494101,0,2.019056448,31.83235804,20.98798438,42.44851389,9.206575214,54.21381357,4.448904966,93.08870494,2.985626024,55.60728471,3.51186946,14.92007538,2.68491549,2.848695334,4.016392548,40.68134339,26.55224818,287.797067,27.39241193,107.7868612,149.3288602,17.38216826,243.509167,33.67314823,323.4374279,58.23256899,718.6063972,72.48973794,1013.841987,44.54404745,359.3288134,16.50102091,107.2489515,3.586064775,24.91290428,1.096311231
3_B_38-40_EDGE,697.8,8956.93219,21.71329552,36.69773123,254.2265017,132.2023045,100.0847215,327.7915993,260.5595462,175.1199902,70.73784556,44.89676209,23.86200705,90.41551962,169.352396,47.21510874,19.96039927,23.57928185,25.38872315,167.6560448,0,259.3155553,186.3724532,52.98270287,65.02679647,13.74044482,35.32934125,19.28185878,21.20439015,181.3964896,48.91145996,143.9071278,0,2.473029779,38.32293592,5.980141874,45.77554912,7.117374547,53.86253701,6.547468831,117.1298077,5.472126372,66.42625034,1.88765151,15.74332305,1.619460585,2.816004712,0.638108243,30.62919566,12.54633413,318.3878614,18.0547097,135.4947782,138.0472112,27.2603595,211.9176243,36.12818729,312.2789134,51.55539245,469.5444434,52.43748326,710.4021533,39.41256795,256.3975224,17.36029779,95.48163783,3.7535779,13.65363961,0.844555027
4_B_38-40_EDGE,874.3,10943.70193,6.241793017,15.60448254,169.4886873,99.80867104,181.6121699,304.4674613,337.0568229,237.8483243,57.97665437,48.01379244,95.48742972,68.17958527,35.83029261,33.66967195,167.0279805,14.9442929,7.982292993,578.9863196,0,171.8893769,193.9757215,21.12606867,155.1445668,53.77544754,18.54532733,46.45334419,88.22534361,208.6619402,32.50533748,134.5346464,0,4.220745368,29.59932969,36.20822329,61.28738722,14.29281465,139.5551577,16.23363603,217.8842553,13.17810498,125.0458946,5.685380085,25.95578027,1.82177471,4.595922734,0,8.3755593,8.689839199,245.7983088,11.37693233,121.6263208,122.1291686,19.8467756,179.1238283,28.2380489,257.6466609,38.62499955,266.4622121,34.80649878,298.9587536,29.91944636,175.0696176,11.36121834,48.3833904,1.099979645,0,0.785699747
6_B_88-90_EDGE,278.8454545,3639.150413,28.91313043,27.40607537,277.1306807,71.55720698,349.3018731,434.1993082,214.8948883,231.1934098,47.61177656,28.96894729,33.88083045,47.55595971,18.08466073,31.81560685,100.637788,0,13.89839668,317.4304494,41.13702148,79.53901712,63.07304515,64.18938223,133.1790139,187.488813,0,15.51708544,6.92128991,152.3241949,15.34963488,41.52773946,0,6.669791618,33.31559245,25.39125273,36.96913013,7.92767628,75.75335112,7.410508846,94.54821664,3.883760602,34.23648414,1.918524352,14.26381149,7.580673614,2.398989581,0,21.20868043,11.43146315,200.7723869,15.98844231,81.17509292,129.2886777,24.96974886,245.3980099,39.57705194,310.6080697,57.64890767,545.5499973,75.37742936,819.8270824,46.56858162,367.5625062,17.18230843,108.2048461,3.49576484,18.12647706,0.975380815
1_A_68-70_EDGE,79.3,443.318086,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,4.376706229,51.74066072,38.77625251,285.8993178,30.11056913,136.1360338,132.4514126,30.93912154,251.8409402,73.66318256,455.2359339,85.45786973,436.9980333,70.63165553,380.1008523,49.72289192,216.866281,21.14270782,77.20158871,5.585417971,13.42254895,0.731075651
7_B_98-100_EDGE,558.6114286,7488.574714,81.91994996,38.46629775,389.597275,77.67539297,133.0668617,458.8896679,233.1322928,131.1568111,91.41714623,40.69469017,86.58896265,108.9790008,18.25159507,40.21717751,56.452608,14.00703808,18.03936722,320.8354517,50.13882948,88.44595634,176.7327418,71.99829799,104.8405577,129.9365009,11.23215894,21.48806978,26.42236728,312.3993947,44.56784842,84.62585504,0,2.131668811,29.70184177,14.53691988,46.75961481,6.598443705,40.00195932,5.492806355,81.50758544,2.352796281,53.08386045,4.873649439,12.98460504,2.538543356,1.937076637,7.38997445,42.1525973,24.21074602,214.3321382,23.91789254,111.7556322,194.7978962,28.65845819,280.7320882,44.46339426,368.0024243,65.72730217,706.216159,74.73254658,916.0319475,50.27928127,352.2203674,22.16992335,122.1656581,5.147815019,27.98581036,1.743393353
8_A_98-100_EDGE,694.6631579,8871.228331,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0,27.30860989,12.40013175,311.2642099,18.1720256,142.9959728,154.4049032,37.18690952,279.9907944,54.28007646,426.7762583,71.54181506,617.4442983,73.33541758,935.9908041,57.96168164,337.3793324,30.49124295,128.020066,6.722638041,19.52059892,1.995888526
1_B_28-30_EDGE,139.8,1320.182156,17.95619811,29.75598543,546.0657433,101.3439928,283.0765033,501.9447994,172.1427168,197.6760359,124.8646391,70.71979562,199.8465653,74.46889193,31.21615979,49.33021458,123.3255365,6.787837526,17.56155639,248.979459,0,93.29330181,43.13433963,56.03912376,76.56049303,50.11949801,42.12800325,3.749096308,33.11044003,14.52281517,39.46417166,78.4153091,3.393683509,2.245571675,33.14328721,9.697042597,37.04349064,11.53739833,103.982913,8.599582756,81.85924816,2.735207604,33.8580431,3.658199471,16.43938562,7.417702927,2.037335705,3.427989931,55.65079149,24.95947263,284.8319922,21.80325127,106.4715143,167.8170926,31.43868243,352.1626557,64.02002817,497.6514896,79.54789607,641.9606008,83.8529573,700.860262,39.40026625,216.0127781,15.26845245,63.45178479,3.940644281,14.51491232,0.846188505
2_B_48-50_EDGE,434.8,6058.197182,151.9926367,86.993474,600.7328023,105.1932396,318.3202239,497.1557581,158.4574183,172.5815607,180.8733458,82.77731209,160.0033443,101.82031,46.65885843,69.21532463,52.5614851,0,29.7942108,418.5946079,112.9931391,105.9662026,121.7065404,86.36104971,200.4082293,193.1704847,0,18.1294962,10.6809435,173.213985,25.15643271,108.0040142,0,2.783650881,44.70746173,115.8990513,38.8246044,9.196190766,64.77904966,5.96174622,64.5987322,1.487619095,39.88396951,12.32920674,28.92968345,21.53666735,2.490634999,5.492297816,47.99139894,32.54503098,246.6813174,34.31246853,78.52719309,169.881262,25.29680986,351.1846612,48.06048445,431.7038197,75.32047413,932.9594737,100.6345554,1164.568636,47.01844472,361.7777723,21.15167943,122.3043761,4.646000354,34.62335332,2.498592507
3_A_58-60_EDGE,617.3,8102.702282,103.988307,55.51255488,511.2699197,95.38777036,109.390297,412.8257602,213.5918405,129.7188382,128.4394195,65.10819497,190.9176983,176.7730141,37.45853575,61.62533301,62.9758305,20.32854122,39.66197903,429.2449666,116.8535726,124.8854788,266.8298733,85.79213027,175.2092801,148.2704091,42.71126021,26.01484646,53.59342686,303.3643844,54.80176673,112.5177649,0,2.864000776,26.93988815,16.20293205,53.21557187,7.233125365,47.31085538,7.769363808,85.78596368,2.882281632,48.09083857,5.356290814,14.7160891,3.717107391,2.492290037,5.385512675,44.63396944,23.85012756,249.5733545,25.43902105,121.9266689,200.6187097,37.00728068,320.1759761,53.44814701,448.8150232,74.88427148,851.970265,84.41205736,1142.498046,50.7999912,365.4009024,20.3991624,129.2188538,5.313036832,30.96391035,1.817471151
4_C_58-60_EDGE,978.3,12257.7559,11.83549481,19.11484781,736.3144117,57.39691289,477.4522398,843.6717761,421.940627,304.2141122,100.3922281,78.81601633,65.40943814,96.15030298,42.31451242,31.10745096,126.7340595,15.18713936,9.374130846,140.9785488,0,121.0781593,41.47660129,23.04255627,43.15242356,11.78312537,26.5565461,17.43902554,59.9106463,4.503772362,14.92529213,60.43434076,7.303790787,6.465707634,45.53700572,14.40671867,130.5643511,17.98761942,190.6188964,14.23009784,99.75267417,6.483023401,81.22826596,2.902122655,26.54507178,1.395650871,4.474394356,0.284216641,25.97740098,19.95200819,488.6479864,26.95510623,185.9004205,177.248866,41.12046361,216.6753984,46.46373646,348.8929798,51.03394005,489.614323,64.33527884,454.6556762,35.32244414,168.8474221,14.47231136,48.5669396,5.309166853,13.9607214,6.878042711
7_B_58-60_EDGE,511.2029851,7131.72474,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,4.156996698,48.57180492,21.43554796,268.253092,22.61538522,98.78656079,190.2845942,31.16644872,421.9186251,58.84851824,560.7865731,92.98661314,992.0887637,101.2123944,1224.108723,60.7671321,451.4531494,26.35337429,158.3573159,6.913625808,38.03596846,1.626411175
1_C_38-40_EDGE,249.8,3447.26196,41.20202585,34.26222644,393.0935329,102.0587283,340.5354716,651.5646632,200.3806416,199.3129802,71.58184703,42.70645789,313.1645145,77.93928565,29.60334013,39.21229315,111.1823807,0,20.18850737,313.4556949,53.0433619,92.01300473,51.3448096,49.3550769,152.1902863,100.7484166,0,12.71487724,10.7736746,60.7111123,26.44888585,96.86601131,0,2.36439111,32.98399027,27.17581211,37.4924876,9.310707849,118.7115251,4.949067106,92.07173953,1.490594395,41.12718822,6.608546581,23.7173394,24.66456441,1.916478508,1.015583877,24.69661028,15.67583585,208.6726166,20.07271663,79.23943851,145.1568062,38.71166779,354.6299419,63.82645967,521.2334899,89.10852419,833.0774804,105.5012428,1065.251903,53.08516666,454.9576809,19.78596354,161.8243298,5.197399842,25.49712934,1.421817428
2_A_88-90_EDGE,375.3,4827.85237,44.16933888,45.75876585,455.8309234,121.7166441,394.261542,662.4564292,204.1158842,198.3437547,131.504168,62.07130578,138.6984164,90.68099119,42.16164166,62.07130578,90.93195334,0,25.09621527,418.2702546,75.70691608,98.37716387,98.46081792,73.53191075,187.5523821,179.1869771,0,14.1375346,10.95868067,139.7859191,23.75775046,81.89731584,0,3.425092835,33.20180082,45.1433407,30.16755942,7.251322669,92.41579316,5.461634521,97.66143084,3.178239297,52.33294999,7.261608233,22.12424831,14.19407842,3.31195163,3.11675543,42.56016655,20.99454201,241.0065014,20.87838964,90.34719003,155.7119398,26.79248146,292.6749502,51.17480112,419.271361,75.86686045,656.1641324,84.51053312,785.4707653,47.39016953,329.9308249,19.56199604,108.2056179,4.007256982,20.28794839,1.297034869
