sample,XRF_true_surface,age_BP_1950,C16_alkanol_ug_gTOC,C18_alkanol_ug_gTOC,Phytol_ug_gTOC,C20_alkanol_ug_gTOC,C22_alkanol_ug_gTOC,C24_alkanol_ug_gTOC,C26_alkanol_ug_gTOC,C28_alkanol_ug_gTOC,Cholesterol_ug_gTOC,Cholestanol_ug_gTOC,Brassicasterol_ug_gTOC,Campesterol_plus_x_ug_gTOC,Campestanol_plus_x_ug_gTOC,Stigmasterol_ug_gTOC,C30_alkanol_ug_gTOC,unknown_M486_20.75min_ug_gTOC,Fungisterol_ug_gTOC,Sitosterol_plus_x_ug_gTOC,Chondrillasterol_ug_gTOC,Sitostanol_ug_gTOC,b_Amyrin_ug_gTOC,unknown_d5_unsaturated_C30_sterol_M498_ug_gTOC,a_Amyrin_plus_22_dihydrochondrillasterol_plus_Lupeol_ug_gTOC,Triterpenoid_mz_189_371_plus_x_ug_gTOC,Dinostanol_plus_x_ug_gTOC,C32_alkanol_ug_gTOC,maybe_Lanosterol_plus_x_ug_gTOC,Friedelin_plus_x_ug_gTOC,Tetrahymanol_ug_gTOC,Diplopterol_ug_gTOC,n.alk_C17_ug_gTOC,n.alk_C22_ug_gTOC,n.alk_C23_ug_gTOC,n.alk_C24_plus_x_ug_gTOC,n.alk_C25_ug_gTOC,n.alk_C26_ug_gTOC,n.alk_C27_ug_gTOC,n.alk_C28_ug_gTOC,n.alk_C29_ug_gTOC,n.alk_C30_ug_gTOC,n.alk_C31_plus_x_ug_gTOC,n.alk_C32_plus_x_ug_gTOC,n.alk_C33_plus_x_ug_gTOC,n.alk_C34_ug_gTOC,n.alk_C35_ug_gTOC,C13.0.FAME_ug_gTOC,C14.0.FAME_ug_gTOC,C15.0.FAME_ug_gTOC,C16.0.FAME_ug_gTOC,C17.0.FAME_ug_gTOC,C18.0.FAME_ug_gTOC,C20.0.FAME_ug_gTOC,C21.0.FAME_ug_gTOC,C22.0.FAME_ug_gTOC,C23.0_FAME_ug_gTOC,C24.0.FAME_ug_gTOC,C25.0.FAME_ug_gTOC,C26.0.FAME_ug_gTOC,C27.0.FAME_ug_gTOC,C28.0.FAME_ug_gTOC,C29.0.FAME_ug_gTOC,C30.0.FAME_ug_gTOC,C31.0.FAME_ug_gTOC,C32.0.FAME_ug_gTOC,C33.0.FAME_ug_gTOC,C34.0.FAME_ug_gTOC,C36.0.FAME_ug_gTOC
2_C_28-30_EDGE,514.8,7140.875294,80.31429545,58.57053486,543.4288723,73.54345354,154.5733664,343.2211324,171.19771,110.3702278,140.3160652,56.36863505,127.3248563,160.0781159,35.83591935,59.39624728,47.7812258,10.62416657,30.38621733,483.372055,93.03026683,92.64493436,192.5010906,145.7657672,166.5186729,185.4550112,10.23332935,28.5146025,30.16602735,337.9365728,46.07475345,114.3336475,0,4.528684553,32.34468067,16.488919,47.72289149,4.442832713,47.50289615,4.920383573,69.5936477,1.759962717,45.23318813,6.53010557,14.79334516,4.963309493,2.334096897,4.35271709,32.93368827,22.32489715,221.7742526,25.63663618,93.38695834,136.9039236,24.04965492,260.224104,40.29197437,355.8716176,62.66789986,667.3894053,68.3932792,761.8836786,39.79699951,281.9570724,16.11474862,96.02002049,3.694451551,22.84028335,1.546158591
3_B_48-50_EDGE,707.8,9023.302667,9.799223881,29.70974884,269.8219416,128.887881,83.44944159,280.1829045,238.5518068,141.8078768,69.7804605,36.51303166,111.5988045,89.25407739,22.09506531,27.08830041,73.65021771,16.22801407,17.22666109,256.4650378,58.85775873,70.40461489,199.167665,47.06124081,88.06818405,70.71669209,21.65815724,16.16559863,14.48038179,170.7062249,55.23766328,160.9070011,0,2.86509115,38.56503643,10.03756423,39.68248695,7.016549755,60.80360107,7.815656811,95.08074599,3.625217374,58.31532463,3.36534516,14.78023212,1.48776842,2.36483714,1.227154571,39.35438108,12.9161902,318.8116508,16.17824665,130.8239974,130.0084833,30.07305378,232.6467596,44.15426414,350.1429263,59.87426953,515.4592873,59.01215461,766.6764683,50.89584748,300.450933,24.68289383,118.1330444,5.817334009,18.01897851,1.522293012
4_B_48-50_EDGE,884.3,11010.92086,0,18.37814489,196.50478,82.56028168,234.5805264,376.1393655,398.6643739,299.5166383,56.73663193,56.45389124,214.8829249,74.73778924,34.77710495,29.31078493,212.9037401,0,9.990171071,664.2521293,0,183.9699427,171.1523648,20.54582352,169.1731799,70.30818508,7.709396166,25.82364975,56.83087883,263.4200768,15.92772558,56.26539745,3.987714162,2.179159784,28.18083503,47.30407395,62.78055568,18.14484065,192.1366664,18.99723308,271.5129321,14.73527092,167.017032,5.425663135,26.11285687,2.008681297,3.965477838,6.342345208,12.46084294,10.52083146,224.668252,16.19163424,104.3129247,136.770809,31.48787856,292.867117,71.18349798,522.7584768,103.4175348,655.574647,103.9398456,719.5204099,85.80819987,379.7945542,38.12868707,100.4329018,5.820034426,0,0
6_B_98-100_EDGE,291.5727273,3775.041999,31.65119852,30.36501908,311.3113466,66.82541031,355.7684187,405.5379712,186.7756238,150.2593117,65.48331002,40.20708788,75.88458727,62.46358436,29.35844386,39.59195858,74.82209121,0,18.11835392,349.2256798,49.7136316,98.36476714,68.05566891,66.26620185,161.1079557,174.5289586,0,12.24666515,6.26313469,127.1080817,11.79929839,48.65113554,0,1.203993442,23.13387399,25.01511374,31.30382948,5.761968614,57.3509376,4.934223122,62.79040797,1.171743617,21.74713154,4.117227573,12.16893371,10.40594332,2.644485595,2.396077013,32.05762588,16.32159201,211.8576296,19.83494089,84.39440918,160.1804405,49.20707596,337.2814924,75.3485454,442.0964006,397.8901258,648.3878625,148.5365832,774.1549835,55.05592687,365.5498167,33.21528107,121.6749445,5.990192533,39.03047921,0
1_A_78-80_EDGE,89.3,507.73121,6.391050638,19.75415652,37.18429462,105.9752397,285.3894612,498.9667535,341.0497022,219.3873383,23.70498782,22.19437585,52.05801247,48.10718117,111.0880802,44.38875171,22.19437585,0,0,107.6020526,0,64.95631467,10.22568102,20.2189602,3.486027621,8.947470894,0,0,4.99663959,5.926246956,2.207817493,2.324018414,7.977885446,5.603869161,34.85859648,14.4375912,49.89899432,13.81990044,120.6952856,9.897936234,133.4360877,8.24579951,90.09354591,3.6093978,30.68360233,4.405697933,6.236444033,0.834014042,28.6314271,33.91046104,338.0231416,43.68033981,193.252968,207.4678666,50.2149773,374.7197594,98.63361667,612.679546,107.4595015,606.8689427,90.60508589,512.8453157,68.36165645,268.8366361,24.84628645,93.54704751,7.002051955,26.61512942,1.03564381
7_C_18-20_EDGE,576.0657143,7754.296403,69.7850909,41.28754744,326.5282125,69.31357001,93.65583567,328.6795265,181.0345496,115.7289071,71.4943541,42.37793949,67.75165708,116.0530777,28.61542367,43.85144225,49.24446237,16.53270101,36.01240755,311.5574244,118.5875024,98.98991568,181.6828908,83.78336716,143.1360585,125.9255462,14.56999533,28.64489373,31.23825859,324.5831888,42.26005927,79.09762837,0,2.427528819,27.27260372,16.90960783,51.19474285,6.953178511,46.25362368,6.662349875,88.6137048,1.658910281,54.18018782,7.229168951,15.13495963,3.828254494,2.575910776,5.528478724,29.5533756,20.89497577,200.4958251,24.032761,97.4836732,167.4547108,29.43148168,285.71933,47.09037069,420.8721541,78.57045651,930.9470595,102.6661305,1338.867002,58.98878934,358.4113543,18.79525484,97.85721906,3.397301293,19.95914509,1.722243016
8_B_38-40_EDGE,747.9857143,9336.179104,12.43834356,30.12633021,305.4724754,139.0918951,101.2093354,295.1623655,279.9336712,209.9384298,83.09570201,44.64561338,64.65101005,89.81146165,61.95524738,36.84208985,146.1860074,21.51880729,15.32328256,358.9620821,0,80.2580571,265.6981525,50.93572628,147.0845949,75.90700156,33.45110417,23.83621731,24.82939303,142.5916571,48.71290442,127.9304917,0,1.962649929,21.32654113,10.50086819,38.58611225,6.312960247,54.49463385,5.404198044,123.3497837,4.771865408,78.36087163,2.456767781,14.07026498,1.178281031,1.78642608,0.507253282,24.12681065,13.17013976,323.8304952,20.14256669,158.9916241,166.8217702,36.81736548,282.2080577,56.24977757,417.0452028,71.2736975,515.5814585,62.40137646,641.0482521,55.5949597,283.3609061,24.56028163,115.6629711,7.387452342,20.31779964,1.816889028
1_B_38-40_EDGE,149.8,1503.26506,21.64701656,36.2651195,399.4256561,137.3184862,366.6240592,739.8695588,152.3440624,268.7795444,96.11275351,55.36542823,51.49443233,74.51667111,27.04603716,42.12254751,134.2115027,4.227534998,14.21062969,312.0226434,0,103.3963379,55.31449407,38.30248577,93.92258478,55.67103317,8.781048599,3.565390962,20.88300421,13.34474903,24.04092192,39.21930059,0,2.468906025,17.42406186,5.590468477,21.63835764,5.38161842,88.27644353,3.785407274,53.77888955,1.38736109,21.24303432,1.723012966,8.626253227,3.930856421,0.88015381,1.856402653,43.47756214,20.287829,247.6104539,19.94612851,86.14932314,148.333712,24.46983498,330.6946727,53.7285768,435.851723,70.03840011,582.9308332,82.31411765,714.0979207,43.84986268,264.7617784,13.66291953,91.41763067,3.33030476,22.07793156,0.95880137
2_B_68-70_EDGE,454.8,6357.42537,54.20671642,35.00578313,450.6994579,85.09801385,240.7300683,372.850776,166.2121606,210.8184104,193.3808281,63.93780166,148.0561761,99.40074987,61.78259486,64.39496674,77.58744471,5.420671642,23.0541818,406.5503732,47.93702392,91.62894354,117.3608065,77.45682611,143.2232881,149.6235992,13.63658119,21.55206797,38.85903165,150.2113829,30.76067884,99.72729635,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,1.617841413,31.25822649,15.52253248,218.9387618,20.37605672,97.46401378,234.7236469,30.0831052,431.7504958,53.78776131,422.2128834,78.21935292,1003.17099,105.8374362,1302.105451,48.94516843,330.2418785,13.82817154,94.62732563,2.91320768,22.13054014,1.667032537
3_B_18-20_EDGE,677.8,8657.04177,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0.433737325,17.49407212,8.192816145,210.7963401,16.93985221,121.5307889,157.2900217,32.31343074,281.8690202,51.56654868,452.1229686,81.0004455,787.7272241,88.51855914,1187.367976,68.38591829,412.8697407,26.63870073,144.0369368,5.867502151,25.89170867,2.301217476
8_B_18-20_EDGE,723.6052632,9165.784265,16.87075047,33.26492606,239.3359007,136.6816733,88.73824115,234.570152,189.772114,159.1760072,83.49591756,40.12760421,58.71402422,98.17442361,89.50076094,60.42969376,136.2050984,33.83681591,28.02260247,474.9545173,73.01127038,131.0580898,306.3423277,88.5476112,131.3440347,111.8044649,28.77559077,44.22614811,29.73827201,254.2050367,89.97733582,206.6428645,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0.34038626,19.39477458,10.64612347,255.8111381,16.70789581,122.4449044,133.3807183,33.48821422,243.5210214,51.55041281,417.7408487,69.93127087,598.6163137,74.32732321,930.558098,65.73075957,370.8399674,26.95569492,152.6596167,8.154785729,28.12169892,1.361545042
1_C_48-50_EDGE,259.8,3498.179666,28.75415127,34.30837194,346.1803203,117.0810057,325.4380095,464.6867455,108.3318793,99.92681971,63.45574237,36.66768692,34.21006715,55.29644475,21.77451113,38.58463033,38.9778495,0,15.53215692,282.233054,41.28801208,80.80653792,55.39474954,62.62015165,125.2403033,147.1622716,6.21286277,10.42030781,7.323706904,91.47260771,14.05758506,45.51511808,0,8.92743081,34.64415697,20.15563654,33.56268673,7.951987064,87.03714907,5.773142608,68.8695093,1.09207289,21.08336837,3.795748492,17.59509671,11.83255675,2.549937185,0.790918826,27.44357595,14.64507131,187.7778559,19.59975288,72.18278175,133.0279709,29.53199384,296.4311466,50.56978095,413.4838646,70.98006221,649.220162,86.65790356,790.3338072,43.09527122,293.0484979,13.61230128,95.51815537,3.124456187,23.73083303,1.411888152
2_A_98-100_EDGE,385.3,4974.434339,42.06579436,34.15204674,308.482492,84.05475621,366.0300353,535.6761977,143.8304421,129.4627644,94.58080886,43.71769313,55.05048704,58.27745209,27.27553789,50.36370448,43.67927688,0,15.25125147,297.8027743,41.98896186,59.31469086,64.11672218,68.03517973,124.1613218,160.0036836,5.743229458,12.06270267,8.182661368,132.9586432,10.3339714,42.64203812,0,5.516462224,27.04368178,48.49908408,43.79056588,9.367662053,78.42892144,5.628676672,90.15308688,3.1464931,42.9736447,2.724566778,20.06394316,7.060533018,3.159958833,0.338927514,12.16805336,9.54553227,162.4740714,18.11873151,84.49851849,180.4650106,25.25287786,336.0716327,53.11716444,445.2785225,76.80319707,705.1359141,86.50985882,811.5980467,42.80487812,266.4359191,18.3187543,84.78188412,2.855881017,20.30231369,1.505727151
2_C_38-40_EDGE,524.8,7179.905794,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,2.709276444,30.55667953,24.94431234,206.4947,28.72162927,98.74219855,161.4638039,25.98348687,305.4018469,45.79790591,433.0636127,74.19788593,894.2550407,90.164885,1046.353903,37.05152032,223.665822,12.82060953,54.32985867,1.377318618,11.32370337,2.012369718
3_B_8-10_EDGE,667.8,8573.081766,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,2.005956171,34.245433,15.06347712,286.7702404,20.12224784,149.5753756,185.563483,40.09404896,313.9133349,56.01632606,468.4597206,77.22931257,785.8458671,85.73582046,1075.625042,59.45152601,331.1770952,20.09717338,105.8831427,3.560572203,18.38584203,3.447737168
4_B_58-60_EDGE,894.3,11124.28358,13.29230995,15.64867398,173.2229664,72.5035088,219.8064708,318.7737604,277.2655016,179.3857647,38.36644007,42.17287429,45.25427341,55.646443,20.36140205,22.35524855,111.0512076,0,8.700421056,439.4316829,41.81035674,89.90435091,143.3152691,15.82993275,144.8861784,55.7068626,11.49180614,27.67217253,38.60811844,225.8484299,6.706574564,24.71161258,5.072390701,4.45399739,25.09580955,54.1289841,59.88239022,15.01365025,160.1208148,14.63008985,185.7528261,9.131086038,112.4223383,2.876703059,18.89622091,1.252442148,3.467699198,0,5.558899042,8.072566518,158.0547259,14.93785188,87.94232342,120.0523983,26.05564997,238.104674,50.6697702,362.5717571,73.14862451,499.661235,75.13973746,511.6259318,62.27408457,268.2506646,26.65028098,92.8705532,8.225729053,17.53260541,1.450539296
6_C_18-20_EDGE,307.233775,4077.487317,41.21176664,41.8746905,358.1262009,95.60835227,289.1452903,288.5928538,116.7114285,127.8338177,103.9317296,53.84414908,55.02268039,72.11138434,33.29350942,56.12755349,54.98585129,0,19.11430463,331.9038793,44.26858222,89.38423381,69.75432173,54.24926922,148.8264066,119.1421493,6.290410851,10.79092728,11.34336383,89.67886664,14.25286299,49.24051117,0,4.472276268,31.38802673,21.72248473,31.75922923,6.842261456,65.98124428,4.126058552,67.91934964,1.927397593,34.2255843,4.946987156,14.15209529,8.291378906,2.320015622,0.18282311,17.66896895,10.53886766,176.7250746,13.46403742,83.1137448,159.899451,24.86984047,342.6340981,53.97410008,437.2774939,76.87416898,715.4458045,80.67806917,734.8604392,34.80716113,240.2295665,8.639866326,71.64896655,2.022849249,13.21044407,1.161811376
1_A_8-10_EDGE,19.3,-17.289543,960.00041,96.000041,624.0002665,103.1385056,208.7385507,259.9385726,567.1387038,450.9540388,134.8923653,96.24619495,135.3846732,194.7077755,56.86156275,66.2154129,291.2001244,34.46155318,47.0154047,505.8463699,0,204.0616256,125.5385152,101.4154279,153.3539117,78.27695651,95.38465613,40.86155591,3.692309269,22.40000957,194.2154676,107.0769688,0,0,22.14225173,4.644940184,27.80113166,6.905751778,60.39792428,5.590370487,73.55173719,9.81055213,64.4125776,6.467291348,22.4162895,5.878110145,8.810314273,0,28.79266596,23.81246003,463.2952224,31.32359028,256.0315703,167.8846468,26.94209764,252.5753618,55.02719335,542.9240887,55.92526327,515.0022784,90.43291964,582.8745931,39.59671925,201.9296611,14.69568962,61.93961032,4.054921765,16.08361586,0.598713281
7_C_28-30_EDGE,584.58,7810.472221,50.2736736,32.31879017,334.1291588,70.08015438,97.06858854,302.2592407,158.7885003,106.4949023,66.60139572,33.72151544,41.91343101,115.416235,16.49604915,40.23016068,45.89717077,14.30779773,34.73147763,278.6373472,139.4308916,78.49650599,183.9814461,83.43409894,128.4335255,133.5394455,8.152639257,37.48081916,28.72781349,413.2428639,38.49078135,69.85571834,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,2.259014113,27.09384915,16.59713063,185.751105,21.47316427,93.52891238,155.3313857,27.43395428,257.8820343,40.03216453,341.5836983,54.77840721,647.6102996,63.91470518,768.5481059,30.80994526,190.2046923,9.071856995,55.81662289,1.679045355,12.05762208,1.478562328
8_B_48-50_EDGE,756.7117647,9401.071203,9.316731404,29.05556912,308.2416898,135.8032035,92.93044798,214.0479562,183.2553694,127.8287131,72.48101211,47.53112123,37.34588097,82.90311842,75.87609219,43.97813044,94.98328711,27.00273,13.10658825,464.8101506,0,113.6957053,300.8988422,59.69024526,160.9899604,105.4053934,32.79015722,29.76616728,37.34588097,198.0989754,65.69085193,149.7783006,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0.334960626,24.31377237,11.37409777,301.2242653,20.01025651,142.562155,148.7880536,38.73892454,294.4449535,60.3584484,520.7618284,86.62373051,586.800044,74.50689396,941.1956677,69.25675024,344.3322415,29.73867816,127.5908714,7.51476882,18.86702133,2.301033864
1_B_78-80_EDGE,189.8,2300.52796,30.63859048,31.16502674,360.6614835,122.1858565,543.3348666,761.2268356,139.7161841,164.3007575,71.70061896,47.1160455,37.64019277,65.54131469,30.79652136,50.11673219,84.70359464,4.63263911,27.16411115,235.6855147,68.54200138,89.07301562,62.80384612,29.69100521,116.763563,51.64339736,5.790798888,7.159533171,14.58228447,17.8461893,25.21629698,32.84962278,0,3.016364634,25.00739999,10.43883258,29.76883422,4.927255318,101.4272349,2.961090937,43.58725859,0.639595642,21.16982614,3.711233974,18.01132914,22.13316772,0.97913407,1.263231674,22.7886994,16.81361358,197.9610356,21.25387291,77.37925618,139.3786667,27.49423738,330.3098181,48.46388317,457.4856668,72.86951911,800.1056776,94.02864964,913.7396828,38.76858007,269.9905057,9.960581748,73.65272274,1.951692936,16.77571663,2.67173499
2_B_78-80_EDGE,464.8,6627.66333,94.58250762,55.65344354,449.3850212,87.02346605,238.9602016,386.6449762,128.2202426,146.0784783,197.763425,63.40146115,146.4564304,139.4643169,139.936757,75.59041568,63.87390125,22.96058876,26.83459757,583.652497,81.35418487,142.3934455,233.2909204,138.2359727,213.8263883,299.054582,14.82517027,41.76370466,47.43298584,360.5662828,55.27549146,163.2752979,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,2.39076696,28.10314002,20.06569779,209.8711984,27.24730126,102.3936651,226.5693568,32.47070845,405.8536222,59.13194622,489.1258029,89.98400311,1127.172201,112.8590846,1265.669238,45.00595545,288.0316031,11.07008826,73.10909547,2.283787115,16.62373758,1.693072322
3_B_58-60_EDGE,717.8,9114.46956,19.06678168,27.29779672,259.1206887,136.1764134,96.1674289,348.7241436,270.1648355,181.9158514,74.07913537,42.92630629,38.02937329,93.35429717,40.73831495,36.67490246,105.9612949,0,18.65002142,280.2712717,68.55706199,74.2875155,219.3200843,52.19922197,98.66799043,62.51403829,25.16190041,29.0690278,23.44276436,157.1186162,58.55481586,106.2738651,0,2.389011962,28.65083186,4.88189401,46.10966204,4.778023924,65.12654349,12.62021537,131.9063525,2.267830196,69.24672354,2.008154983,15.92674641,0.432792022,1.064668374,1.086861749,33.39536525,15.12378377,301.9322446,20.85544149,146.3879735,168.0944482,38.45029772,314.5541956,59.67486207,477.3168692,86.9284331,735.3645073,86.39525563,1042.24915,69.14901543,369.5022344,24.95680658,123.6971711,5.690644063,20.98873585,1.640546036
8_B_28-30_EDGE,738.55,9281.709377,12.59538536,28.38806085,215.8655276,166.5497495,133.8017476,322.6356404,266.5377317,167.4217377,70.53415802,39.1425822,34.29820321,80.61046631,56.38857138,37.6892685,104.6385861,0,13.17671084,288.9187627,57.45433476,59.19831119,247.9353164,42.04920959,114.9086695,81.19179178,24.76446537,29.74448697,21.60593027,125.3725281,52.31929304,106.0918998,0,1.707368251,25.73458858,8.643182528,47.28642034,5.458852123,60.33095009,14.3265329,125.3704555,2.150456897,74.53932601,1.719183948,13.67666955,0.55533777,2.044115622,1.460563896,39.00609045,15.74246963,377.9472586,20.28226359,193.0504094,163.0486201,38.88563157,303.1197093,62.35252675,482.3851059,90.05054003,679.5762892,86.87343712,920.4187586,71.70314716,356.6862666,26.33532222,122.9508711,6.316562418,19.25083445,2.288718683
1_C_8-10_EDGE,219.8,3107.96384,56.673646,49.00717676,369.494704,133.5809481,495.9429244,495.8944025,141.9752467,209.8089429,82.19619548,47.55151805,45.27098606,65.31055438,24.50358838,40.61287817,100.0522757,2.76575156,17.75903633,423.4511204,0,128.6802305,60.7494904,83.70037615,148.7683207,263.8138812,5.444163597,10.52926471,8.29725468,72.10362839,26.00776905,32.36414545,0,6.999782921,20.84009043,13.96923092,38.47984674,8.994303949,152.3647223,7.113538873,101.5840653,1.691171822,23.99492217,2.843898803,10.47313133,5.225190068,2.024855948,2.576771394,38.0388816,22.04812488,208.3925844,25.06377302,77.37701218,153.8328177,34.57566608,427.3312466,63.35033754,604.4984023,86.02418768,748.2109829,108.576369,1007.582795,56.89320045,383.6000033,27.63185379,129.6207263,4.871097358,34.14547996,1.829377331
2_B_18-20_EDGE,404.8,5419.91659,65.87541768,49.72291413,429.8650137,121.1065588,413.7125101,537.4243115,180.7293945,287.0232888,144.4048704,57.91081916,192.0435905,86.56848673,57.16646415,69.82049919,109.3457498,0,27.39226407,472.5165553,45.70339712,105.1773618,87.38727724,93.11881075,180.4316525,217.9471446,38.3045084,24.04266656,15.70589054,153.1882594,25.53137657,81.58130822,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,1.284015667,25.0087879,15.67384642,226.6951798,20.95749709,97.33429106,172.5967956,26.27804477,374.6152605,57.6626346,527.7156802,84.25061418,942.8807458,108.9642261,1328.911939,56.88041816,427.7912197,17.49655831,138.5777598,4.929439456,35.62774505,1.866988297
3_A_68-70_EDGE,627.3,8200.89188,44.15275341,35.76645015,350.2754883,95.05988081,90.88939486,323.5299806,177.880292,150.7268019,108.840617,40.11826157,88.98547736,70.67160428,44.19808478,40.0729302,82.86574254,34.40650908,23.93496284,324.8899217,56.70954263,79.60188397,167.9073908,57.34418179,109.339262,38.53166366,23.04193487,34.85982277,63.46391661,269.1323378,52.53905668,73.43681779,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,3.152799398,33.53173095,18.99276746,236.5216813,22.78657276,109.9063971,164.6293083,30.21274483,299.2073103,48.78292321,424.4741081,72.57136445,830.6012028,89.28025162,1219.425886,63.16994456,430.0722263,25.27937349,153.0912021,6.490778278,33.43201892,1.904024938
4_A_58-60_EDGE,794.3,9720.127918,9.950179885,24.93263465,270.8278847,133.4696543,183.4492935,357.7489963,303.8807811,280.320585,81.5457271,56.15561291,99.95927838,99.38742897,45.97669326,39.80071954,250.5844153,34.53970489,18.87103082,678.2134106,0,199.3467074,246.5814693,51.69518745,179.9038271,102.9328954,23.80037281,39.11450024,34.31096512,187.2234997,45.74795349,83.94749466,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0.280342345,15.63447691,10.17858359,276.0509502,16.40002716,147.2444253,160.6577282,32.25015202,291.7932511,63.45441145,555.5738326,88.90087042,687.4102113,97.1062752,900.5135228,93.84999104,498.0281751,38.29907723,165.1971177,13.40252055,30.08289005,1.76831325
4_B_8-10_EDGE,844.3,10362.2459,18.9683852,76.55098311,268.2671621,124.6493884,168.0056975,342.7858182,406.4653971,464.047995,141.5854466,85.35773338,152.4245239,294.6874129,63.00213654,182.2319863,341.4309335,69.77655983,35.22700108,3125.041461,0,506.0494193,945.7094905,94.84192598,702.5076946,344.8181452,28.45257779,233.040161,382.7549156,1444.307044,81.97052174,365.8188574,0,2.682857803,11.57037046,19.30434165,47.60106336,7.550453229,128.7684356,18.55279191,175.8102061,5.287065051,105.5927389,2.079870218,22.16197846,0.629204436,2.175998674,0,1.235835007,2.83704732,141.5514671,12.3153645,122.7345358,139.7245805,29.64929377,282.9739774,64.82223271,516.0417133,90.23744829,580.0902059,86.9812917,637.0030945,87.05651644,401.9472762,38.97716148,146.0434586,13.71239538,28.64987938,1.945096837
6_C_28-30_EDGE,313.8562914,4087.188606,32.55548598,30.21076954,279.6525264,97.66645795,307.5185795,342.6893261,154.931648,181.8958871,127.5165019,57.80627844,59.33936226,88.10722938,45.27106361,60.87244609,82.69634528,0,24.61952264,496.2682531,59.88045067,118.2278175,109.9311286,82.96688949,212.2870194,161.9657973,3.715473747,23.17662022,18.93809434,167.5570442,32.46530458,63.12698113,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,0,3.726906914,6.044365395,147.8972187,14.58237033,77.09953976,150.5941441,26.23742468,286.4026321,42.29700538,341.4930924,57.3672617,609.437371,72.66790863,793.980249,37.47235497,275.872426,11.62794957,77.43834948,2.317458481,16.4254952,0.935114826
